IDOrder,Status,OrderedDate,ConfirmDate,DeliveryDate,DeliveredDate,TotalMoney,TotalAmount,IDMember,Address,PhoneNumber,Email,FullName,Notes,IDZipCode,IDShipper
8588,4,2018-04-15 04:00:00,2018-04-15 06:48:00,2018-04-15 16:25:00,2018-04-17 03:41:00,2929000,1,62,"An Nhơn Tây, Huyện Củ Chi, Hồ Chí Minh",0984429047,dnt@hn.vnn.vn,Nguyễn Trung Thành,Giao nhanh nha anh !,272,7
8589,4,2018-10-03 16:35:00,2018-10-03 18:01:00,2018-10-04 13:50:00,2018-10-05 13:04:00,1890000,1,64,"Phường Hoà Thọ Đông, Quận Cẩm Lệ, Đà Nẵng",0984429047,pdl@pdlpottery.com,Trương Quang,Giao nhanh nha anh !,603,9
8590,4,2019-02-21 06:41:00,2019-02-21 10:00:00,2019-02-21 22:45:00,2019-02-23 18:37:00,8281000,2,458,"AI Qahirah, Culfa, Nagoya",0984429047,hamaitanphat@gmail.com,Phan Anh Vui,Giao nhanh nha anh !,945,2
8591,4,2019-09-06 07:25:00,2019-09-06 09:08:00,2019-09-06 20:42:00,2019-09-08 07:14:00,11372010,3,274,"East Ayrshire, Central Andros, Dnipro",0984429047,phamngoctan.xdsb@yahoo.com.vn,Võ Thị Tuấn Anh,Giao nhanh nha anh !,1255,4
8592,4,2019-01-16 21:12:00,2019-01-16 21:44:00,2019-01-17 17:24:00,2019-01-19 17:54:00,8849000,1,312,"Phường 15, Quận 5, Hồ Chí Minh",0984429047,liveseeking@gmail.com,Nguyễn Thành Huân,Giao nhanh nha anh !,65,2
8593,4,2018-01-02 12:34:00,2018-01-02 17:03:00,2018-01-03 11:12:00,2018-01-05 01:25:00,7889010,2,249,"Imbabura, Astara, Ejmiatsin",0984429047,xung_pv@baohiembaolong.vn,Nguyễn Văn Sáu,Giao nhanh nha anh !,882,2
8594,4,2019-06-06 19:52:00,2019-06-06 21:52:00,2019-06-07 11:54:00,2019-06-08 18:00:00,15818000,2,299,"Phường Quảng An, Quận Tây Hồ, Hà Nội",0984429047,phongtt1@lienvietpostbank.com.vn,Dương Việt Hùng,Giao nhanh nha anh !,338,3
8595,4,2018-04-05 01:46:00,2018-04-05 06:26:00,2018-04-05 21:45:00,2018-04-07 12:27:00,7909000,1,264,"Phường Bình Hưng Hòa, Quận Bình Tân, Hồ Chí Minh",0984429047,timdoitacnhanh@gmail.com,Nguyễn Thành Thu,Giao nhanh nha anh !,252,7
8596,4,2020-01-09 21:26:00,2020-01-09 21:38:00,2020-01-10 13:25:00,2020-01-13 01:13:00,7898000,3,287,"Xã Phúc Lộc, TP. Yên Bái, Yên Bái",0984429047,tangiathanh@yahoo.com,Trần Đình Nghĩa,Giao nhanh nha anh !,757,5
8597,4,2018-03-28 05:31:00,2018-03-28 09:04:00,2018-03-28 19:30:00,2018-03-31 02:10:00,9998500,3,349,"Xã Lê Minh Xuân, Huyện Bình Chánh, Hồ Chí Minh",0984429047,quyentra081292@gmail.com,Ngô Minh Kha,Giao nhanh nha anh !,307,7
8598,4,2019-11-22 10:42:00,2019-11-22 10:58:00,2019-11-23 00:23:00,2019-11-24 05:16:00,13767000,3,299,"Shetland Islands, Lacs, Los Angeles",0984429047,phongtt1@lienvietpostbank.com.vn,Dương Việt Hùng,Giao nhanh nha anh !,1405,9
8599,4,2020-01-03 00:36:00,2020-01-03 02:31:00,2020-01-03 21:53:00,2020-01-04 19:53:00,7849000,2,292,"Baja Verapaz, C rdoba, Tarawa",0984429047,ctyanvien8787@gmail.com,Đinh Xuân Hưng,Giao nhanh nha anh !,1486,1
8600,4,2019-06-20 05:47:00,2019-06-20 09:25:00,2019-06-20 18:47:00,2019-06-22 07:01:00,5560000,2,460,"Phường Việt Hưng, Quận Long Biên, Hà Nội",0984429047,nhatlinhbg@gmail.com,Huỳnh Thị Bích Ngọc,Giao nhanh nha anh !,366,3
8601,4,2018-09-29 06:15:00,2018-09-29 09:42:00,2018-09-30 03:50:00,2018-10-02 14:25:00,16418000,4,483,"Xã Phú Đông, Huyện Nhơn Trạch, Đồng Nai",0984429047,ngocbich94z@gmail.com,Nguyễn Văn Mạnh,Giao nhanh nha anh !,594,5
8602,4,2019-03-10 08:25:00,2019-03-10 08:37:00,2019-03-10 23:42:00,2019-03-12 09:59:00,3219000,1,336,"Shamal Sina', Tasmania, Battambang",0984429047,nhunguyet040595@gmail.com,Trần Ngọc Trình,Giao nhanh nha anh !,907,2
8603,4,2019-08-05 00:41:00,2019-08-05 03:00:00,2019-08-05 19:43:00,2019-08-07 15:34:00,10560000,2,419,"Phường Trung Liệt, Quận Đống Đa, Hà Nội",0984429047,ngohuyen.fighting@gmail.com,Thủy Thanh Khôi,Giao nhanh nha anh !,454,8
8604,4,2018-06-16 01:38:00,2018-06-16 06:00:00,2018-06-17 01:18:00,2018-06-18 09:37:00,7909000,1,116,"Moyen-Ogoou_, Hope Town, Kumanovo",0984429047,vietnamdragon@gmail.com,Trần Văn Nam,Giao nhanh nha anh !,1201,8
8605,4,2019-03-22 07:25:00,2019-03-22 12:07:00,2019-03-23 07:19:00,2019-03-24 04:20:00,5260000,2,330,"M_d_a, Salyan, Mashhad",0984429047,invalid@example.com, Đinh Văn Lăng,Giao nhanh nha anh !,931,2
8606,4,2019-06-29 15:12:00,2019-06-29 19:43:00,2019-06-30 05:21:00,2019-07-02 05:51:00,3240000,1,72,"Phường Cửa Đông, Quận Hoàn Kiếm, Hà Nội",0984429047,vominh880@gmail.com, Nguyễn Thị Lam Tuyền,Giao nhanh nha anh !,383,8
8607,4,2019-05-28 08:28:00,2019-05-28 08:35:00,2019-05-28 23:21:00,2019-05-31 09:11:00,2836000,2,163,"Varsinais-Suomi, Kadiogo, Aden",0984429047,director@lamhiephung.com,Nguyễn Thế Thương,Giao nhanh nha anh !,1061,3
8608,4,2018-02-14 16:37:00,2018-02-14 19:31:00,2018-02-15 14:00:00,2018-02-16 11:33:00,21098000,3,203,"Suhaj, Jhenaidah, Xam Nua",0984429047,phuocbinh313@yahoo.com.vn,Nguyễn Tấn Châu,Giao nhanh nha anh !,965,7
8609,4,2019-06-04 22:07:00,2019-06-04 23:45:00,2019-06-05 16:57:00,2019-06-07 09:52:00,10438500,3,76,"Nord, Atlantique, Seltjarnarnes",0984429047,vinh.vq@vsip.com.vn,Đỗ Như Tạo,Giao nhanh nha anh !,1144,3
8610,4,2019-01-18 13:02:00,2019-01-18 15:49:00,2019-01-19 04:30:00,2019-01-20 14:18:00,3056000,2,438,"Phường 04, Quận 6, Hồ Chí Minh",0984429047,hienvivn@gmail.com.th,Tống Thị Thanh Hường,Giao nhanh nha anh !,69,1
8611,4,2018-01-29 16:33:00,2018-01-29 17:03:00,2018-01-30 08:50:00,2018-01-31 11:01:00,19116000,3,445,"Phường 08, Quận 10, Hồ Chí Minh",0984429047,hoangthao10021990@gmail.com, Nguyễn Quốc Thuận,Giao nhanh nha anh !,126,6
8612,4,2019-05-28 08:28:00,2019-05-28 08:35:00,2019-05-28 23:21:00,2019-05-31 09:11:00,2350000,1,359,"Varsinais-Suomi, Kadiogo, Aden",0984429047,chanhleockt@gmail.com,Lê Đức Thượng,Giao nhanh nha anh !,1061,3
8613,4,2019-08-31 07:55:00,2019-08-31 09:53:00,2019-09-01 02:23:00,2019-09-02 20:03:00,1638000,1,117,"Denbighshire [Sir Ddinbych GB-DDB], Zhemgang, Longyearbyen",0984429047,hongha@honghabeton.com,Mai Tấn Lực,Giao nhanh nha anh !,1243,8
8614,4,2018-01-13 09:53:00,2018-01-13 13:23:00,2018-01-13 23:00:00,2018-01-15 04:53:00,3248000,2,57,"Higuamo, K_rnten, Phnom Penh",0984429047,info@toanmyvn.com, Đoàn Văn Lương,Giao nhanh nha anh !,904,7
8615,4,2018-09-05 15:51:00,2018-09-05 15:54:00,2018-09-06 04:16:00,2018-09-08 01:20:00,1638000,1,75,"Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",0984429047,demo@demo.com, Trần Xiuân Phái,Giao nhanh nha anh !,16,2
8616,4,2019-08-11 00:10:00,2019-08-11 01:14:00,2019-08-11 13:00:00,2019-08-13 02:43:00,6205000,3,176,"Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",0984429047,trongmh@unigroup.com.vn,Nguyễn Thị Thu,Giao nhanh nha anh !,465,4
8617,4,2018-04-28 22:05:00,2018-04-28 23:16:00,2018-04-29 10:11:00,2018-05-01 18:17:00,14389000,3,265,"Tarn-et-Garonne, Tarija, Luxembourg",0984429047,biconsi@hcm.vnn.vn, Lê Văn Khoa,Giao nhanh nha anh !,1175,8
8618,4,2019-07-15 15:16:00,2019-07-15 17:12:00,2019-07-16 05:32:00,2019-07-18 02:23:00,10607000,3,126,"Blaenau Gwent, Yambol, Rome",0984429047,ytuongcongnghe@gmail.com,Nguyễn Thị Hồng,Giao nhanh nha anh !,1153,8
8619,4,2018-01-17 17:33:00,2018-01-17 18:33:00,2018-01-18 05:13:00,2018-01-19 19:40:00,22298000,4,76,"Carchi, Queensland, Guangzhou",0984429047,vinh.vq@vsip.com.vn,Đỗ Như Tạo,Giao nhanh nha anh !,911,2
8620,4,2018-06-16 01:38:00,2018-06-16 06:00:00,2018-06-17 01:18:00,2018-06-18 09:37:00,4700000,2,246,"Moyen-Ogoou_, Hope Town, Kumanovo",0984429047,khoa@starmedia.vn,Hoàng Ngọc Chính,Giao nhanh nha anh !,1201,8
8621,4,2018-06-07 14:14:00,2018-06-07 16:42:00,2018-06-08 11:44:00,2018-06-10 22:47:00,6480000,2,405,"Seine-Maritime, Cochabamba, Tiraspol",0984429047,1c.in.vietnam@gmail.com,Huỳnh Công Pháp,Giao nhanh nha anh !,1184,8
8622,4,2018-01-19 14:18:00,2018-01-19 16:40:00,2018-01-20 00:10:00,2018-01-21 04:48:00,6438000,2,46,"Phường 16, Quận 8, Hồ Chí Minh",0984429047,hmviet74@yahoo.com,Ngô Văn Hòa,Giao nhanh nha anh !,105,2
8623,4,2019-07-26 19:11:00,2019-07-26 19:43:00,2019-07-27 14:59:00,2019-07-29 03:28:00,6205000,3,165,"Xã Phú Lãm, Quận Hà Đông, Hà Nội",0984429047,info@nghenang.com.vn, Lê Trung Huy,Giao nhanh nha anh !,436,8
8624,4,2019-11-23 05:47:00,2019-11-23 05:56:00,2019-11-23 16:32:00,2019-11-24 15:32:00,7909000,1,274,"Phường Ngô Mây, TP. Kon Tum, Kon Tum",0984429047,phamngoctan.xdsb@yahoo.com.vn,Võ Thị Tuấn Anh,Giao nhanh nha anh !,667,5
8625,4,2018-05-14 21:10:00,2018-05-15 01:46:00,2018-05-15 16:23:00,2018-05-17 19:51:00,1418000,1,481,"Moselle, Al  Asimah, Saint Saviour",0984429047,vankhoi29k@yahoo.com,Trương Bảo Quốc,Giao nhanh nha anh !,1136,8
8626,4,2019-06-17 16:12:00,2019-06-17 16:13:00,2019-06-18 10:44:00,2019-06-19 09:30:00,5858000,2,76,"Oise, Razgrad, Famagusta",0984429047,vinh.vq@vsip.com.vn,Đỗ Như Tạo,Giao nhanh nha anh !,1099,7
8627,4,2019-06-21 00:52:00,2019-06-21 04:23:00,2019-06-21 10:56:00,2019-06-22 18:17:00,12477000,3,481,"Phường Đại Kim, Quận Hoàng Mai, Hà Nội",0984429047,vankhoi29k@yahoo.com,Trương Bảo Quốc,Giao nhanh nha anh !,367,3
8628,4,2018-03-30 02:16:00,2018-03-30 07:11:00,2018-03-30 13:27:00,2018-04-01 10:17:00,7468000,3,412,"Phường Hiệp Bình Chánh, Quận Thủ Đức, Hồ Chí Minh",0984429047,hoangmaihuong91@gmail.com,Văn Phú Huy,Giao nhanh nha anh !,240,2
8629,4,2019-02-09 14:16:00,2019-02-09 18:40:00,2019-02-10 04:45:00,2019-02-12 13:50:00,23956000,4,366,"Valverde, Kuando Kubango, Ma rib",0984429047,hoa11977@gmail.com.c,Thùy Thị Mai Hạnh,Giao nhanh nha anh !,852,6
8630,4,2019-11-23 05:47:00,2019-11-23 05:56:00,2019-11-23 16:32:00,2019-11-24 15:32:00,1418000,1,93,"Southern Grenadine Islands, Zug (de), Chicago",0984429047,dovudilinh@gmail.com,Đặng Văn Cường,Giao nhanh nha anh !,1406,5
8631,4,2020-03-01 13:34:00,2020-03-01 14:33:00,2020-03-02 04:35:00,2020-03-04 07:04:00,11185000,3,322,"Annaba, R o Negro, Reggio Calabria",0984429047,minhquang_vcb@yahoo.com,Trần Tất Đạt,Giao nhanh nha anh !,859,2
8632,4,2018-09-28 11:10:00,2018-09-28 13:44:00,2018-09-28 21:41:00,2018-09-29 22:10:00,1638000,1,43,"Xã Long Tân, Huyện Nhơn Trạch, Đồng Nai",0984429047,saomaibd@saomai-oa.com,Vũ Ngọc Thương,Giao nhanh nha anh !,592,9
8633,4,2020-02-27 02:39:00,2020-02-27 06:30:00,2020-02-27 16:19:00,2020-02-29 00:24:00,4787000,2,481,"Tlemcen, Kwanza Sul, Torba",0984429047,vankhoi29k@yahoo.com,Trương Bảo Quốc,Giao nhanh nha anh !,853,2
8634,4,2019-03-01 03:55:00,2019-03-01 07:21:00,2019-03-02 01:59:00,2019-03-03 05:54:00,7943000,2,235,"Debub, Saint Lucy, Osh",0984429047,nguyenviethong@yahoo.com,Nguyễn Quốc Khánh,Giao nhanh nha anh !,959,7
8635,4,2020-02-14 13:29:00,2020-02-14 17:03:00,2020-02-15 04:23:00,2020-02-17 11:30:00,2836000,2,59,"Monse or Nouel, Nimroz, Accra",0984429047,info@o7paint.com,Nguyễn Đăng Dung,Giao nhanh nha anh !,828,1
8636,4,2019-05-04 11:28:00,2019-05-04 13:35:00,2019-05-05 09:07:00,2019-05-07 04:29:00,12049500,2,466,"Nhuận Đức, Huyện Củ Chi, Hồ Chí Minh",0984429047,hoainam2q@gmail.com,Nguyễn Văn Lam,Giao nhanh nha anh !,275,2
8637,4,2019-08-15 02:55:00,2019-08-15 03:22:00,2019-08-15 13:22:00,2019-08-17 05:47:00,4567000,2,205,"Stockton-on-Tees, Fribourg (fr), Spanish Town",0984429047,info@huuphongplastic.vn,Ngô Ngọc Cường,Giao nhanh nha anh !,1352,4
8638,4,2018-05-26 20:09:00,2018-05-26 23:14:00,2018-05-27 17:58:00,2018-05-29 08:10:00,9098000,3,435,"Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",0984429047,chukyso24@gmail.com,Đặng Thị Tố Uyên,Giao nhanh nha anh !,351,3
8639,4,2018-03-21 16:51:00,2018-03-21 19:53:00,2018-03-22 01:53:00,2018-03-23 10:27:00,14700500,3,73,"Phường 11, Quận Bình Thạnh, Hồ Chí Minh",0984429047,amtco.printing@gmail.com,Nguyễn Thị Phương Nam,Giao nhanh nha anh !,224,2
8640,4,2019-12-08 17:22:00,2019-12-08 19:38:00,2019-12-09 15:13:00,2019-12-10 16:25:00,2929000,1,232,"Boffa, Nei Mongol (mn), Kourou",0984429047,tdhacc11@gmail.com, Nguyễn Hữu Hoa,Giao nhanh nha anh !,1436,5
8641,4,2018-02-16 07:27:00,2018-02-16 10:36:00,2018-02-16 23:06:00,2018-02-18 20:56:00,3219000,1,126,"Badajoz, Bhola, Tyre",0984429047,ytuongcongnghe@gmail.com,Nguyễn Thị Hồng,Giao nhanh nha anh !,969,7
8642,4,2018-04-21 01:50:00,2018-04-21 02:54:00,2018-04-21 21:55:00,2018-04-23 06:59:00,8281000,2,353,"C te-d'Or, Kossi, Burgas",0984429047,ngocptm.kt@gmail.com,Nguyễn Thanh Tâm,Giao nhanh nha anh !,1091,7
8643,4,2018-11-13 03:49:00,2018-11-13 06:25:00,2018-11-13 18:33:00,2018-11-14 15:50:00,14700000,4,363,"Phường Mỹ Độ, TP. Bắc Giang, Bắc Giang",0984429047,nguyenhien93.hitech@gmail.com,Phạm Quang Trung,Giao nhanh nha anh !,682,1
8644,4,2018-05-01 08:00:00,2018-05-01 12:19:00,2018-05-02 03:26:00,2018-05-03 14:56:00,4985500,1,327,"Xã Bình Chánh, Huyện Bình Chánh, Hồ Chí Minh",0984429047,locminhphat@gmail.com,Phan Đình Nhân,Giao nhanh nha anh !,302,7
8645,4,2019-06-14 05:17:00,2019-06-14 09:10:00,2019-06-14 23:28:00,2019-06-16 17:50:00,5858000,2,494,"Indre, Sissili, Rijeka",0984429047,mozartnht@gmail.com,Đinh Thiên Khanh,Giao nhanh nha anh !,1094,3
8646,4,2019-12-02 17:52:00,2019-12-02 20:23:00,2019-12-03 06:54:00,2019-12-04 14:14:00,2836000,2,189,"Kommune Kujalleq, Valpara so, Cali",0984429047,anhly07@yahoo.com,Phạm Thị Linh,Giao nhanh nha anh !,1424,5
8647,4,2018-11-06 14:09:00,2018-11-06 16:14:00,2018-11-07 00:56:00,2018-11-08 15:07:00,6369000,3,390,"Thị trấn Bình Mỹ, Huyện Bình Lục, Hà Nam",0984429047,sybinhqt@gmail.com,Hoàng Ngọc Toàn,Giao nhanh nha anh !,738,5
8648,4,2019-09-25 19:04:00,2019-09-25 19:48:00,2019-09-26 14:55:00,2019-09-28 11:16:00,6666000,3,46,"Northumberland, Sowa Town, Oranjestad",0984429047,hmviet74@yahoo.com,Ngô Văn Hòa,Giao nhanh nha anh !,1292,9
8649,4,2018-03-18 03:16:00,2018-03-18 03:41:00,2018-03-18 19:50:00,2018-03-21 03:56:00,4198000,2,438,"Phường 17, Quận Gò Vấp, Hồ Chí Minh",0984429047,hienvivn@gmail.com.th,Tống Thị Thanh Hường,Giao nhanh nha anh !,217,7
8650,4,2019-09-24 00:59:00,2019-09-24 01:50:00,2019-09-24 10:46:00,2019-09-26 12:00:00,17456000,3,347,"Phường Bửu Long, TP. Biên Hòa, Đồng Nai",0984429047,baibang89@gmail.com, Nguyễn Thế Ân,Giao nhanh nha anh !,551,4
8651,4,2019-07-20 19:41:00,2019-07-20 20:28:00,2019-07-21 06:40:00,2019-07-23 02:17:00,9400000,2,270,"Seine-et-Marne, Mono, Riga",0984429047,xnxlctbd@yahoo.com,Lương Ngọc Ánh,Giao nhanh nha anh !,1163,3
8652,4,2019-02-07 22:26:00,2019-02-08 00:36:00,2019-02-08 16:40:00,2019-02-10 02:28:00,11500000,3,91,"Ozama, Bengo, Masvingo",0984429047,ut2010@yahoo.com,Phan Anh Dũng,Giao nhanh nha anh !,848,6
8653,4,2020-02-13 12:50:00,2020-02-13 15:56:00,2020-02-14 03:37:00,2020-02-16 14:40:00,20531000,4,36,"Phường Cát Lái, Quận 2, Hồ Chí Minh",0984429047,cuongmanager@yahoo.com, Kan Mun Pung,Giao nhanh nha anh !,18,6
8654,4,2018-09-11 10:26:00,2018-09-11 11:07:00,2018-09-12 06:43:00,2018-09-13 15:46:00,2780000,1,364,"Thị trấn Minh Lương, Huyện Châu Thành, Kiên Giang",0984429047,dbloan33@gmail.com,Nguyễn Thị Hồng Hiên,Giao nhanh nha anh !,630,9
8655,4,2018-02-12 05:42:00,2018-02-12 06:28:00,2018-02-12 19:44:00,2018-02-14 12:53:00,17456000,3,369,"Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh",0984429047,bemap142@gmail.com,Lê Võ Thanh Hùng,Giao nhanh nha anh !,151,6
8656,4,2018-07-24 07:52:00,2018-07-24 10:23:00,2018-07-24 20:36:00,2018-07-27 05:27:00,16758000,2,30,"West Lothian, Guangxi, Cochabamba",0984429047,vyngon@bdu.edu.vn, Lê Huy Hải,Giao nhanh nha anh !,1413,1
8657,4,2018-01-10 03:53:00,2018-01-10 04:22:00,2018-01-10 11:36:00,2018-01-12 18:58:00,5280000,1,432,"Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",0984429047,trainee_cupid.kent@yahoo.com,Lê Hùng Phong,Giao nhanh nha anh !,158,7
8658,4,2019-08-05 19:46:00,2019-08-05 21:58:00,2019-08-06 11:52:00,2019-08-08 02:50:00,11189000,3,201,"Phường Trung Phụng, Quận Đống Đa, Hà Nội",0984429047,ngocson.trithuc@gmail.com,Trần Văn Nam,Giao nhanh nha anh !,455,4
8659,4,2018-07-03 21:28:00,2018-07-03 23:36:00,2018-07-04 19:26:00,2018-07-07 05:17:00,8450000,2,213,"Phường Yên Sở, Quận Hoàng Mai, Hà Nội",0984429047,ngocmaitran2012@gmail.com,Nguyễn Văn Dưỡng,Giao nhanh nha anh !,380,8
8660,4,2019-05-26 17:38:00,2019-05-26 21:30:00,2019-05-27 04:15:00,2019-05-28 13:47:00,6258000,2,349,"Phường Hàng Bài, Quận Hoàn Kiếm, Hà Nội",0984429047,quyentra081292@gmail.com,Ngô Minh Kha,Giao nhanh nha anh !,387,4
8661,4,2018-06-15 04:54:00,2018-06-15 07:54:00,2018-06-15 17:22:00,2018-06-17 11:30:00,5560000,2,314,"Phường Hàng Bông, Quận Hoàn Kiếm, Hà Nội",0984429047,nghiem_huan81@yahoo.com,Nguyễn Thị Phương Thảo,Giao nhanh nha anh !,389,8
8662,4,2018-10-17 00:50:00,2018-10-17 03:25:00,2018-10-17 18:55:00,2018-10-19 04:13:00,7910000,3,316,"Thị trấn Minh Lương, Huyện Châu Thành, Kiên Giang",0984429047,thanhlam61@gmail.com,Võ Đức Tài,Giao nhanh nha anh !,630,9
8663,4,2018-04-05 20:51:00,2018-04-06 01:24:00,2018-04-06 13:55:00,2018-04-07 22:44:00,8081010,2,120,"Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh",0984429047,tin028999@gmail.com, Eric So,Giao nhanh nha anh !,253,7
8664,4,2019-01-13 10:17:00,2019-01-13 13:40:00,2019-01-14 04:07:00,2019-01-15 10:13:00,8218000,2,164,"Peravia, Sant Juli  de L ria, Lubumbashi",0984429047,ngocnt_binhduong@pti.com.vn, Trần Thị Diệu Phi,Giao nhanh nha anh !,800,2
8665,4,2018-08-28 02:11:00,2018-08-28 06:43:00,2018-08-28 16:39:00,2018-08-29 16:38:00,3276000,2,481,"Western, Cauca, Santa Cruz de la Sierra",0984429047,vankhoi29k@yahoo.com,Trương Bảo Quốc,Giao nhanh nha anh !,1412,1
8666,4,2020-01-23 07:20:00,2020-01-23 09:10:00,2020-01-23 19:17:00,2020-01-24 22:13:00,3220000,2,49,"Cop n, Puntarenas, Mulifanua",0984429047,nhuthao@dntbinhduong.com, Phan Thị Mai Lam,Giao nhanh nha anh !,1525,1
8667,4,2019-07-08 20:41:00,2019-07-08 21:59:00,2019-07-09 04:04:00,2019-07-11 11:57:00,6480000,2,172,"Ngouni_, Shumen, Szeged",0984429047,quocphu@dntbinhduong.vn,Trương Thanh Vương,Giao nhanh nha anh !,1140,3
8668,4,2018-11-03 01:34:00,2018-11-03 06:02:00,2018-11-04 00:53:00,2018-11-05 01:36:00,6495000,3,425,"Lab_, Cundinamarca, Same",0984429047,tuantvm@yahoo.com,Phạm Thanh Hùng,Giao nhanh nha anh !,1471,5
8669,4,2018-10-17 05:45:00,2018-10-17 07:27:00,2018-10-18 01:46:00,2018-10-19 16:57:00,27098000,4,253,"Phường Ba Ngòi, TP. Cam Ranh, Khánh Hòa",0984429047,fimexcotrade@fimexco.com.vn,Lương Thị Hoài Thương,Giao nhanh nha anh !,629,5
8670,4,2018-05-09 00:20:00,2018-05-09 00:39:00,2018-05-09 18:51:00,2018-05-12 00:31:00,22116000,4,130,"Charente, Al Janubiyah, Munich",0984429047,mrphuong@bit.com.vn,Nguyễn Thanh Việt,Giao nhanh nha anh !,1126,7
8671,4,2018-08-26 08:41:00,2018-08-26 11:29:00,2018-08-27 03:45:00,2018-08-28 22:23:00,6369000,2,122,"Xã Phước An, Huyện Nhơn Trạch, Đồng Nai",0984429047,nguyencat@bricons.com.vn,Ưng Văn Tiến,Giao nhanh nha anh !,598,9
8672,4,2019-07-21 14:46:00,2019-07-21 16:27:00,2019-07-21 23:50:00,2019-07-23 13:33:00,2929000,1,153,"Vienne, Bujumbura Mairie, Jelgava",0984429047,thuylv@oceanbank.vn,Lê Thị Oanh,Giao nhanh nha anh !,1165,8
8673,4,2019-07-25 22:26:00,2019-07-26 02:37:00,2019-07-26 12:03:00,2019-07-28 10:21:00,4816500,1,259,"Xã Đồng Mai, Quận Hà Đông, Hà Nội",0984429047,funbig@gmail.com,Nguyễn Tấn Trung,Giao nhanh nha anh !,433,4
8674,4,2020-01-01 08:46:00,2020-01-01 09:26:00,2020-01-01 20:47:00,2020-01-03 10:30:00,15818000,2,126,"Phường Cầu Ông Lãnh, Quận 1, Hồ Chí Minh",0984429047,ytuongcongnghe@gmail.com,Nguyễn Thị Hồng,Giao nhanh nha anh !,4,6
8675,4,2019-02-05 07:36:00,2019-02-05 09:31:00,2019-02-05 18:34:00,2019-02-07 19:05:00,11739000,2,337,"Phường 16, Quận 8, Hồ Chí Minh",0984429047,huynhlien.bhxh@gmail.com,Mikio Tabuchi,Giao nhanh nha anh !,105,6
8676,4,2019-12-08 17:22:00,2019-12-08 19:38:00,2019-12-09 15:13:00,2019-12-10 16:25:00,8120000,3,70,"Phường Bình Minh, TP. Lào Cai, Lào Cai",0984429047,vsdien@becamex.com.vn,Vũ Thanh Minh,Giao nhanh nha anh !,697,5
8677,4,2019-04-25 00:04:00,2019-04-25 00:18:00,2019-04-25 19:34:00,2019-04-27 02:40:00,8619000,2,304,"Phường Tân Tạo, Quận Bình Tân, Hồ Chí Minh",0984429047,nghia.tb@bhv.com.vn,Nguyễn Văn Hùng,Giao nhanh nha anh !,258,2
8678,4,2019-02-17 04:56:00,2019-02-17 09:52:00,2019-02-18 00:23:00,2019-02-19 16:34:00,1418000,1,289,"Phường 09, Quận 10, Hồ Chí Minh",0984429047,linhtn1@bidv.com.vn,Ngô Tú,Giao nhanh nha anh !,127,6
8679,4,2018-10-25 15:09:00,2018-10-25 18:44:00,2018-10-26 13:19:00,2018-10-28 16:46:00,1418000,1,132,"Phường 12, Quận 4, Hồ Chí Minh",0984429047,hungthang@dntbinhduong.com,Nguyễn Cao Vũ,Giao nhanh nha anh !,45,6
8680,4,2018-03-04 14:07:00,2018-03-04 14:16:00,2018-03-05 07:55:00,2018-03-07 01:04:00,3830000,1,43,"Afar, Moulvibazar, Lahore",0984429047,saomaibd@saomai-oa.com,Vũ Ngọc Thương,Giao nhanh nha anh !,1000,2
8681,4,2019-05-24 01:48:00,2019-05-24 04:25:00,2019-05-24 17:09:00,2019-05-26 17:24:00,8694000,4,258,"Pohjois-Savo, Oost-Vlaanderen, Abu Dhabi",0984429047,anhhong@anhhongfood.com,Phạm Trường Đạo,Giao nhanh nha anh !,1053,3
8682,4,2019-02-24 00:11:00,2019-02-24 00:14:00,2019-02-24 19:39:00,2019-02-25 19:52:00,5858000,2,130,"Jijel, Victoria, Vanadzor",0984429047,mrphuong@bit.com.vn,Nguyễn Thanh Việt,Giao nhanh nha anh !,881,2
8683,4,2018-06-04 02:39:00,2018-06-04 03:31:00,2018-06-04 18:42:00,2018-06-06 16:17:00,6056000,4,161,"Xã Láng Lớn, Huyện Châu Đức, Bà Rịa - Vũng Tàu",0984429047,camhon.ly@hlbvn.hongleong.com,Trần Nguyễn Nhật Long Huy,Giao nhanh nha anh !,508,4
8684,4,2019-06-06 14:57:00,2019-06-06 17:50:00,2019-06-07 05:03:00,2019-06-08 06:16:00,12918000,4,98,"Phường Thuỵ Khuê, Quận Tây Hồ, Hà Nội",0984429047,minhlongii@gmail.com,Lưu Văn Thành,Giao nhanh nha anh !,339,8
8685,4,2018-11-11 17:54:00,2018-11-11 18:22:00,2018-11-12 02:18:00,2018-11-13 21:11:00,3240000,1,69,"Phường Đồng Tiến, TP. Hòa Bình, Hòa Bình",0984429047,vothanh99@yahoo.com,Nguyễn Thị Bích Liễu,Giao nhanh nha anh !,747,1
